timestamp,zone,severity,message,recommendation,alert_type,scenario
2026-04-01 08:50:00,Corridor,Danger,Corridor: repeated non-safe environmental pattern detected.,Schedule a facilities inspection for Corridor due to repeated comfort violations.,repeated_pattern,sensor_fault
2026-04-01 06:00:00,Gym,Warning,Gym: temperature is warning.,Increase airflow in Gym and investigate occupancy-related air quality decline.,temperature,normal
2026-04-01 06:00:00,Gym,Warning,Gym: air quality is warning.,Increase airflow in Gym and investigate occupancy-related air quality decline.,air_quality,normal
2026-04-01 06:10:00,Gym,Warning,Gym: temperature is warning.,Increase airflow in Gym and investigate occupancy-related air quality decline.,temperature,normal
2026-04-01 06:10:00,Gym,Warning,Gym: air quality is warning.,Increase airflow in Gym and investigate occupancy-related air quality decline.,air_quality,normal
2026-04-01 06:20:00,Gym,Warning,Gym: temperature is warning.,Increase airflow in Gym and investigate occupancy-related air quality decline.,temperature,normal
2026-04-01 06:20:00,Gym,Warning,Gym: air quality is warning.,Increase airflow in Gym and investigate occupancy-related air quality decline.,air_quality,normal
2026-04-01 06:20:00,Gym,Warning,Gym: repeated non-safe environmental pattern detected.,Schedule a facilities inspection for Gym due to repeated comfort violations.,repeated_pattern,normal
2026-04-01 06:30:00,Gym,Warning,Gym: temperature is warning.,Increase airflow in Gym and investigate occupancy-related air quality decline.,temperature,normal
2026-04-01 06:30:00,Gym,Warning,Gym: air quality is warning.,Increase airflow in Gym and investigate occupancy-related air quality decline.,air_quality,normal
2026-04-01 06:30:00,Gym,Warning,Gym: repeated non-safe environmental pattern detected.,Schedule a facilities inspection for Gym due to repeated comfort violations.,repeated_pattern,normal
2026-04-01 06:40:00,Gym,Warning,Gym: temperature is warning.,Increase airflow in Gym and investigate occupancy-related air quality decline.,temperature,normal
2026-04-01 06:40:00,Gym,Warning,Gym: air quality is warning.,Increase airflow in Gym and investigate occupancy-related air quality decline.,air_quality,normal
2026-04-01 06:40:00,Gym,Warning,Gym: repeated non-safe environmental pattern detected.,Schedule a facilities inspection for Gym due to repeated comfort violations.,repeated_pattern,normal
2026-04-01 06:50:00,Gym,Warning,Gym: temperature is warning.,Increase airflow in Gym and investigate occupancy-related air quality decline.,temperature,normal
2026-04-01 06:50:00,Gym,Warning,Gym: air quality is warning.,Increase airflow in Gym and investigate occupancy-related air quality decline.,air_quality,normal
2026-04-01 06:50:00,Gym,Warning,Gym: repeated non-safe environmental pattern detected.,Schedule a facilities inspection for Gym due to repeated comfort violations.,repeated_pattern,normal
2026-04-01 07:00:00,Lobby,Warning,Lobby: air quality is warning.,Increase airflow in Lobby and investigate occupancy-related air quality decline.,air_quality,normal
2026-04-01 07:00:00,Gym,Warning,Gym: temperature is warning.,Increase airflow in Gym and investigate occupancy-related air quality decline.,temperature,normal
2026-04-01 07:00:00,Gym,Warning,Gym: humidity is warning.,Increase airflow in Gym and investigate occupancy-related air quality decline.,humidity,normal
2026-04-01 07:00:00,Gym,Warning,Gym: air quality is warning.,Increase airflow in Gym and investigate occupancy-related air quality decline.,air_quality,normal
2026-04-01 07:00:00,Gym,Warning,Gym: repeated non-safe environmental pattern detected.,Schedule a facilities inspection for Gym due to repeated comfort violations.,repeated_pattern,normal
2026-04-01 07:10:00,Lobby,Warning,Lobby: air quality is warning.,Increase airflow in Lobby and investigate occupancy-related air quality decline.,air_quality,normal
2026-04-01 07:10:00,Gym,Warning,Gym: temperature is warning.,Increase airflow in Gym and investigate occupancy-related air quality decline.,temperature,normal
2026-04-01 07:10:00,Gym,Warning,Gym: humidity is warning.,Increase airflow in Gym and investigate occupancy-related air quality decline.,humidity,normal
2026-04-01 07:10:00,Gym,Warning,Gym: air quality is warning.,Increase airflow in Gym and investigate occupancy-related air quality decline.,air_quality,normal
2026-04-01 07:10:00,Gym,Warning,Gym: repeated non-safe environmental pattern detected.,Schedule a facilities inspection for Gym due to repeated comfort violations.,repeated_pattern,normal
2026-04-01 07:20:00,Gym,Warning,Gym: temperature is warning.,Increase airflow in Gym and investigate occupancy-related air quality decline.,temperature,normal
2026-04-01 07:20:00,Gym,Warning,Gym: humidity is warning.,Increase airflow in Gym and investigate occupancy-related air quality decline.,humidity,normal
2026-04-01 07:20:00,Gym,Warning,Gym: air quality is warning.,Increase airflow in Gym and investigate occupancy-related air quality decline.,air_quality,normal
2026-04-01 07:20:00,Gym,Warning,Gym: repeated non-safe environmental pattern detected.,Schedule a facilities inspection for Gym due to repeated comfort violations.,repeated_pattern,normal
2026-04-01 07:20:00,Corridor,Warning,Corridor: vent open ratio is warning.,Inspect window or vent position sensor in Corridor.,vent_open_ratio,normal
2026-04-01 07:30:00,Lobby,Warning,Lobby: air quality is warning.,Increase airflow in Lobby and investigate occupancy-related air quality decline.,air_quality,normal
2026-04-01 07:30:00,Gym,Warning,Gym: temperature is warning.,Increase airflow in Gym and investigate occupancy-related air quality decline.,temperature,normal
2026-04-01 07:30:00,Gym,Warning,Gym: humidity is warning.,Increase airflow in Gym and investigate occupancy-related air quality decline.,humidity,normal
2026-04-01 07:30:00,Gym,Warning,Gym: air quality is warning.,Increase airflow in Gym and investigate occupancy-related air quality decline.,air_quality,normal
2026-04-01 07:30:00,Gym,Warning,Gym: repeated non-safe environmental pattern detected.,Schedule a facilities inspection for Gym due to repeated comfort violations.,repeated_pattern,normal
2026-04-01 07:40:00,Gym,Warning,Gym: temperature is warning.,Increase airflow in Gym and investigate occupancy-related air quality decline.,temperature,normal
2026-04-01 07:40:00,Gym,Warning,Gym: humidity is warning.,Increase airflow in Gym and investigate occupancy-related air quality decline.,humidity,normal
2026-04-01 07:40:00,Gym,Warning,Gym: air quality is warning.,Increase airflow in Gym and investigate occupancy-related air quality decline.,air_quality,normal
2026-04-01 07:40:00,Gym,Warning,Gym: repeated non-safe environmental pattern detected.,Schedule a facilities inspection for Gym due to repeated comfort violations.,repeated_pattern,normal
2026-04-01 07:50:00,Lobby,Warning,Lobby: air quality is warning.,Increase airflow in Lobby and investigate occupancy-related air quality decline.,air_quality,normal
2026-04-01 07:50:00,Gym,Warning,Gym: temperature is warning.,Increase airflow in Gym and investigate occupancy-related air quality decline.,temperature,normal
2026-04-01 07:50:00,Gym,Warning,Gym: humidity is warning.,Increase airflow in Gym and investigate occupancy-related air quality decline.,humidity,normal
2026-04-01 07:50:00,Gym,Warning,Gym: air quality is warning.,Increase airflow in Gym and investigate occupancy-related air quality decline.,air_quality,normal
2026-04-01 07:50:00,Gym,Warning,Gym: repeated non-safe environmental pattern detected.,Schedule a facilities inspection for Gym due to repeated comfort violations.,repeated_pattern,normal
2026-04-01 07:50:00,Corridor,Warning,Corridor: vent open ratio is warning.,Inspect window or vent position sensor in Corridor.,vent_open_ratio,normal
2026-04-01 08:00:00,Lobby,Warning,Lobby: air quality is warning.,Increase airflow in Lobby and investigate occupancy-related air quality decline.,air_quality,normal
2026-04-01 08:00:00,Gym,Warning,Gym: temperature is warning.,Increase airflow in Gym and investigate occupancy-related air quality decline.,temperature,normal
2026-04-01 08:00:00,Gym,Warning,Gym: humidity is warning.,Increase airflow in Gym and investigate occupancy-related air quality decline.,humidity,normal
2026-04-01 08:00:00,Gym,Warning,Gym: air quality is warning.,Increase airflow in Gym and investigate occupancy-related air quality decline.,air_quality,normal
2026-04-01 08:00:00,Gym,Warning,Gym: repeated non-safe environmental pattern detected.,Schedule a facilities inspection for Gym due to repeated comfort violations.,repeated_pattern,normal
2026-04-01 08:10:00,Lobby,Warning,Lobby: air quality is warning.,Increase airflow in Lobby and investigate occupancy-related air quality decline.,air_quality,normal
2026-04-01 08:10:00,Lobby,Warning,Lobby: repeated non-safe environmental pattern detected.,Schedule a facilities inspection for Lobby due to repeated comfort violations.,repeated_pattern,normal
2026-04-01 08:10:00,Gym,Warning,Gym: temperature is warning.,Increase airflow in Gym and investigate occupancy-related air quality decline.,temperature,normal
2026-04-01 08:10:00,Gym,Warning,Gym: humidity is warning.,Increase airflow in Gym and investigate occupancy-related air quality decline.,humidity,normal
2026-04-01 08:10:00,Gym,Warning,Gym: air quality is warning.,Increase airflow in Gym and investigate occupancy-related air quality decline.,air_quality,normal
2026-04-01 08:10:00,Gym,Warning,Gym: repeated non-safe environmental pattern detected.,Schedule a facilities inspection for Gym due to repeated comfort violations.,repeated_pattern,normal
2026-04-01 08:20:00,Lobby,Warning,Lobby: air quality is warning.,Increase airflow in Lobby and investigate occupancy-related air quality decline.,air_quality,normal
2026-04-01 08:20:00,Lobby,Warning,Lobby: repeated non-safe environmental pattern detected.,Schedule a facilities inspection for Lobby due to repeated comfort violations.,repeated_pattern,normal
2026-04-01 08:20:00,Gym,Warning,Gym: temperature is warning.,Increase airflow in Gym and investigate occupancy-related air quality decline.,temperature,normal
2026-04-01 08:20:00,Gym,Warning,Gym: humidity is warning.,Increase airflow in Gym and investigate occupancy-related air quality decline.,humidity,normal
2026-04-01 08:20:00,Gym,Warning,Gym: air quality is warning.,Increase airflow in Gym and investigate occupancy-related air quality decline.,air_quality,normal
2026-04-01 08:20:00,Gym,Warning,Gym: repeated non-safe environmental pattern detected.,Schedule a facilities inspection for Gym due to repeated comfort violations.,repeated_pattern,normal
2026-04-01 08:30:00,Gym,Warning,Gym: temperature is warning.,Increase airflow in Gym and investigate occupancy-related air quality decline.,temperature,normal
2026-04-01 08:30:00,Gym,Warning,Gym: humidity is warning.,Increase airflow in Gym and investigate occupancy-related air quality decline.,humidity,normal
2026-04-01 08:30:00,Gym,Warning,Gym: air quality is warning.,Increase airflow in Gym and investigate occupancy-related air quality decline.,air_quality,normal
2026-04-01 08:30:00,Gym,Warning,Gym: repeated non-safe environmental pattern detected.,Schedule a facilities inspection for Gym due to repeated comfort violations.,repeated_pattern,normal
2026-04-01 08:40:00,Gym,Warning,Gym: temperature is warning.,Increase airflow in Gym and investigate occupancy-related air quality decline.,temperature,normal
2026-04-01 08:40:00,Gym,Warning,Gym: humidity is warning.,Increase airflow in Gym and investigate occupancy-related air quality decline.,humidity,normal
2026-04-01 08:40:00,Gym,Warning,Gym: air quality is warning.,Increase airflow in Gym and investigate occupancy-related air quality decline.,air_quality,normal
2026-04-01 08:40:00,Gym,Warning,Gym: repeated non-safe environmental pattern detected.,Schedule a facilities inspection for Gym due to repeated comfort violations.,repeated_pattern,normal
2026-04-01 08:50:00,Lobby,Warning,Lobby: air quality is warning.,Increase airflow in Lobby and investigate occupancy-related air quality decline.,air_quality,normal
2026-04-01 08:50:00,Gym,Warning,Gym: temperature is warning.,Increase airflow in Gym and investigate occupancy-related air quality decline.,temperature,normal
2026-04-01 08:50:00,Gym,Warning,Gym: humidity is warning.,Increase airflow in Gym and investigate occupancy-related air quality decline.,humidity,normal
2026-04-01 08:50:00,Gym,Warning,Gym: air quality is warning.,Increase airflow in Gym and investigate occupancy-related air quality decline.,air_quality,normal
2026-04-01 08:50:00,Gym,Warning,Gym: repeated non-safe environmental pattern detected.,Schedule a facilities inspection for Gym due to repeated comfort violations.,repeated_pattern,normal
2026-04-01 09:00:00,Lobby,Warning,Lobby: air quality is warning.,Increase airflow in Lobby and investigate occupancy-related air quality decline.,air_quality,normal
2026-04-01 09:00:00,Gym,Warning,Gym: temperature is warning.,Increase airflow in Gym and investigate occupancy-related air quality decline.,temperature,normal
2026-04-01 09:00:00,Gym,Warning,Gym: air quality is warning.,Increase airflow in Gym and investigate occupancy-related air quality decline.,air_quality,normal
2026-04-01 09:00:00,Gym,Warning,Gym: repeated non-safe environmental pattern detected.,Schedule a facilities inspection for Gym due to repeated comfort violations.,repeated_pattern,normal
2026-04-01 09:00:00,Co-working Space,Warning,Co-working Space: air quality is warning.,Increase airflow in Co-working Space and investigate occupancy-related air quality decline.,air_quality,normal
2026-04-01 09:10:00,Lobby,Warning,Lobby: air quality is warning.,Increase airflow in Lobby and investigate occupancy-related air quality decline.,air_quality,normal
2026-04-01 09:10:00,Lobby,Warning,Lobby: repeated non-safe environmental pattern detected.,Schedule a facilities inspection for Lobby due to repeated comfort violations.,repeated_pattern,normal
2026-04-01 09:10:00,Gym,Warning,Gym: air quality is warning.,Increase airflow in Gym and investigate occupancy-related air quality decline.,air_quality,normal
2026-04-01 09:10:00,Gym,Warning,Gym: repeated non-safe environmental pattern detected.,Schedule a facilities inspection for Gym due to repeated comfort violations.,repeated_pattern,normal
2026-04-01 09:10:00,Co-working Space,Warning,Co-working Space: air quality is warning.,Increase airflow in Co-working Space and investigate occupancy-related air quality decline.,air_quality,normal
2026-04-01 09:20:00,Gym,Warning,Gym: temperature is warning.,Increase airflow in Gym and investigate occupancy-related air quality decline.,temperature,normal
2026-04-01 09:20:00,Gym,Warning,Gym: air quality is warning.,Increase airflow in Gym and investigate occupancy-related air quality decline.,air_quality,normal
2026-04-01 09:20:00,Gym,Warning,Gym: repeated non-safe environmental pattern detected.,Schedule a facilities inspection for Gym due to repeated comfort violations.,repeated_pattern,normal
2026-04-01 09:20:00,Co-working Space,Warning,Co-working Space: air quality is warning.,Increase airflow in Co-working Space and investigate occupancy-related air quality decline.,air_quality,normal
2026-04-01 09:20:00,Co-working Space,Warning,Co-working Space: repeated non-safe environmental pattern detected.,Schedule a facilities inspection for Co-working Space due to repeated comfort violations.,repeated_pattern,normal
2026-04-01 09:20:00,Corridor,Warning,Corridor: vent open ratio is warning.,Inspect window or vent position sensor in Corridor.,vent_open_ratio,normal
2026-04-01 09:30:00,Lobby,Warning,Lobby: air quality is warning.,Increase airflow in Lobby and investigate occupancy-related air quality decline.,air_quality,normal
2026-04-01 09:30:00,Gym,Warning,Gym: air quality is warning.,Increase airflow in Gym and investigate occupancy-related air quality decline.,air_quality,normal
2026-04-01 09:30:00,Gym,Warning,Gym: repeated non-safe environmental pattern detected.,Schedule a facilities inspection for Gym due to repeated comfort violations.,repeated_pattern,normal
2026-04-01 09:30:00,Co-working Space,Warning,Co-working Space: air quality is warning.,Increase airflow in Co-working Space and investigate occupancy-related air quality decline.,air_quality,normal
2026-04-01 09:30:00,Co-working Space,Warning,Co-working Space: repeated non-safe environmental pattern detected.,Schedule a facilities inspection for Co-working Space due to repeated comfort violations.,repeated_pattern,normal
2026-04-01 09:40:00,Lobby,Warning,Lobby: air quality is warning.,Increase airflow in Lobby and investigate occupancy-related air quality decline.,air_quality,normal
2026-04-01 09:40:00,Gym,Warning,Gym: air quality is warning.,Increase airflow in Gym and investigate occupancy-related air quality decline.,air_quality,normal
2026-04-01 09:40:00,Gym,Warning,Gym: repeated non-safe environmental pattern detected.,Schedule a facilities inspection for Gym due to repeated comfort violations.,repeated_pattern,normal
2026-04-01 09:40:00,Co-working Space,Warning,Co-working Space: air quality is warning.,Increase airflow in Co-working Space and investigate occupancy-related air quality decline.,air_quality,normal
2026-04-01 09:40:00,Co-working Space,Warning,Co-working Space: repeated non-safe environmental pattern detected.,Schedule a facilities inspection for Co-working Space due to repeated comfort violations.,repeated_pattern,normal
2026-04-01 09:40:00,Corridor,Warning,Corridor: vent open ratio is warning.,Inspect window or vent position sensor in Corridor.,vent_open_ratio,normal
2026-04-01 09:50:00,Gym,Warning,Gym: temperature is warning.,Increase airflow in Gym and investigate occupancy-related air quality decline.,temperature,normal
2026-04-01 09:50:00,Gym,Warning,Gym: air quality is warning.,Increase airflow in Gym and investigate occupancy-related air quality decline.,air_quality,normal
2026-04-01 09:50:00,Gym,Warning,Gym: repeated non-safe environmental pattern detected.,Schedule a facilities inspection for Gym due to repeated comfort violations.,repeated_pattern,normal
2026-04-01 09:50:00,Co-working Space,Warning,Co-working Space: air quality is warning.,Increase airflow in Co-working Space and investigate occupancy-related air quality decline.,air_quality,normal
2026-04-01 09:50:00,Co-working Space,Warning,Co-working Space: repeated non-safe environmental pattern detected.,Schedule a facilities inspection for Co-working Space due to repeated comfort violations.,repeated_pattern,normal
2026-04-01 10:00:00,Gym,Warning,Gym: air quality is warning.,Increase airflow in Gym and investigate occupancy-related air quality decline.,air_quality,normal
2026-04-01 10:00:00,Gym,Warning,Gym: repeated non-safe environmental pattern detected.,Schedule a facilities inspection for Gym due to repeated comfort violations.,repeated_pattern,normal
2026-04-01 10:00:00,Co-working Space,Warning,Co-working Space: air quality is warning.,Increase airflow in Co-working Space and investigate occupancy-related air quality decline.,air_quality,normal
2026-04-01 10:00:00,Co-working Space,Warning,Co-working Space: repeated non-safe environmental pattern detected.,Schedule a facilities inspection for Co-working Space due to repeated comfort violations.,repeated_pattern,normal
2026-04-01 10:00:00,Corridor,Warning,Corridor: vent open ratio is warning.,Inspect window or vent position sensor in Corridor.,vent_open_ratio,normal
2026-04-01 10:10:00,Gym,Warning,Gym: air quality is warning.,Increase airflow in Gym and investigate occupancy-related air quality decline.,air_quality,normal
2026-04-01 10:10:00,Gym,Warning,Gym: repeated non-safe environmental pattern detected.,Schedule a facilities inspection for Gym due to repeated comfort violations.,repeated_pattern,normal
2026-04-01 10:10:00,Co-working Space,Warning,Co-working Space: air quality is warning.,Increase airflow in Co-working Space and investigate occupancy-related air quality decline.,air_quality,normal
2026-04-01 10:10:00,Co-working Space,Warning,Co-working Space: repeated non-safe environmental pattern detected.,Schedule a facilities inspection for Co-working Space due to repeated comfort violations.,repeated_pattern,normal
2026-04-01 10:20:00,Gym,Warning,Gym: air quality is warning.,Increase airflow in Gym and investigate occupancy-related air quality decline.,air_quality,normal
2026-04-01 10:20:00,Gym,Warning,Gym: repeated non-safe environmental pattern detected.,Schedule a facilities inspection for Gym due to repeated comfort violations.,repeated_pattern,normal
2026-04-01 10:20:00,Co-working Space,Warning,Co-working Space: air quality is warning.,Increase airflow in Co-working Space and investigate occupancy-related air quality decline.,air_quality,normal
2026-04-01 10:20:00,Co-working Space,Warning,Co-working Space: repeated non-safe environmental pattern detected.,Schedule a facilities inspection for Co-working Space due to repeated comfort violations.,repeated_pattern,normal
2026-04-01 10:30:00,Gym,Warning,Gym: air quality is warning.,Increase airflow in Gym and investigate occupancy-related air quality decline.,air_quality,normal
2026-04-01 10:30:00,Gym,Warning,Gym: repeated non-safe environmental pattern detected.,Schedule a facilities inspection for Gym due to repeated comfort violations.,repeated_pattern,normal
2026-04-01 10:30:00,Co-working Space,Warning,Co-working Space: air quality is warning.,Increase airflow in Co-working Space and investigate occupancy-related air quality decline.,air_quality,normal
2026-04-01 10:30:00,Co-working Space,Warning,Co-working Space: repeated non-safe environmental pattern detected.,Schedule a facilities inspection for Co-working Space due to repeated comfort violations.,repeated_pattern,normal
2026-04-01 10:40:00,Gym,Warning,Gym: air quality is warning.,Increase airflow in Gym and investigate occupancy-related air quality decline.,air_quality,normal
2026-04-01 10:40:00,Gym,Warning,Gym: repeated non-safe environmental pattern detected.,Schedule a facilities inspection for Gym due to repeated comfort violations.,repeated_pattern,normal
2026-04-01 10:40:00,Co-working Space,Warning,Co-working Space: air quality is warning.,Increase airflow in Co-working Space and investigate occupancy-related air quality decline.,air_quality,normal
2026-04-01 10:40:00,Co-working Space,Warning,Co-working Space: repeated non-safe environmental pattern detected.,Schedule a facilities inspection for Co-working Space due to repeated comfort violations.,repeated_pattern,normal
2026-04-01 10:50:00,Gym,Warning,Gym: air quality is warning.,Increase airflow in Gym and investigate occupancy-related air quality decline.,air_quality,normal
2026-04-01 10:50:00,Gym,Warning,Gym: repeated non-safe environmental pattern detected.,Schedule a facilities inspection for Gym due to repeated comfort violations.,repeated_pattern,normal
2026-04-01 10:50:00,Co-working Space,Warning,Co-working Space: air quality is warning.,Increase airflow in Co-working Space and investigate occupancy-related air quality decline.,air_quality,normal
2026-04-01 10:50:00,Co-working Space,Warning,Co-working Space: repeated non-safe environmental pattern detected.,Schedule a facilities inspection for Co-working Space due to repeated comfort violations.,repeated_pattern,normal
2026-04-01 11:00:00,Gym,Warning,Gym: air quality is warning.,Increase airflow in Gym and investigate occupancy-related air quality decline.,air_quality,normal
2026-04-01 11:00:00,Gym,Warning,Gym: repeated non-safe environmental pattern detected.,Schedule a facilities inspection for Gym due to repeated comfort violations.,repeated_pattern,normal
2026-04-01 11:00:00,Co-working Space,Warning,Co-working Space: air quality is warning.,Increase airflow in Co-working Space and investigate occupancy-related air quality decline.,air_quality,normal
2026-04-01 11:00:00,Co-working Space,Warning,Co-working Space: repeated non-safe environmental pattern detected.,Schedule a facilities inspection for Co-working Space due to repeated comfort violations.,repeated_pattern,normal
2026-04-01 11:00:00,Corridor,Warning,Corridor: light level is warning.,Check lighting schedule and fixture status in Corridor.,light_level,normal
2026-04-01 11:10:00,Gym,Warning,Gym: air quality is warning.,Increase airflow in Gym and investigate occupancy-related air quality decline.,air_quality,normal
2026-04-01 11:10:00,Gym,Warning,Gym: repeated non-safe environmental pattern detected.,Schedule a facilities inspection for Gym due to repeated comfort violations.,repeated_pattern,normal
2026-04-01 11:10:00,Co-working Space,Warning,Co-working Space: air quality is warning.,Increase airflow in Co-working Space and investigate occupancy-related air quality decline.,air_quality,normal
2026-04-01 11:10:00,Co-working Space,Warning,Co-working Space: repeated non-safe environmental pattern detected.,Schedule a facilities inspection for Co-working Space due to repeated comfort violations.,repeated_pattern,normal
2026-04-01 11:20:00,Gym,Warning,Gym: air quality is warning.,Increase airflow in Gym and investigate occupancy-related air quality decline.,air_quality,normal
2026-04-01 11:20:00,Gym,Warning,Gym: repeated non-safe environmental pattern detected.,Schedule a facilities inspection for Gym due to repeated comfort violations.,repeated_pattern,normal
2026-04-01 11:20:00,Co-working Space,Warning,Co-working Space: air quality is warning.,Increase airflow in Co-working Space and investigate occupancy-related air quality decline.,air_quality,normal
2026-04-01 11:20:00,Co-working Space,Warning,Co-working Space: repeated non-safe environmental pattern detected.,Schedule a facilities inspection for Co-working Space due to repeated comfort violations.,repeated_pattern,normal
2026-04-01 11:30:00,Gym,Warning,Gym: air quality is warning.,Increase airflow in Gym and investigate occupancy-related air quality decline.,air_quality,normal
2026-04-01 11:30:00,Gym,Warning,Gym: repeated non-safe environmental pattern detected.,Schedule a facilities inspection for Gym due to repeated comfort violations.,repeated_pattern,normal
2026-04-01 11:30:00,Co-working Space,Warning,Co-working Space: air quality is warning.,Increase airflow in Co-working Space and investigate occupancy-related air quality decline.,air_quality,normal
2026-04-01 11:30:00,Co-working Space,Warning,Co-working Space: repeated non-safe environmental pattern detected.,Schedule a facilities inspection for Co-working Space due to repeated comfort violations.,repeated_pattern,normal
2026-04-01 11:30:00,Corridor,Warning,Corridor: light level is warning.,Check lighting schedule and fixture status in Corridor.,light_level,normal
2026-04-01 06:00:00,Gym,Warning,Gym: temperature is warning.,Increase airflow in Gym and investigate occupancy-related air quality decline.,temperature,normal
2026-04-01 06:00:00,Gym,Warning,Gym: air quality is warning.,Increase airflow in Gym and investigate occupancy-related air quality decline.,air_quality,normal
2026-04-01 06:10:00,Gym,Warning,Gym: temperature is warning.,Increase airflow in Gym and investigate occupancy-related air quality decline.,temperature,normal
2026-04-01 06:10:00,Gym,Warning,Gym: air quality is warning.,Increase airflow in Gym and investigate occupancy-related air quality decline.,air_quality,normal
2026-04-01 06:20:00,Gym,Warning,Gym: temperature is warning.,Increase airflow in Gym and investigate occupancy-related air quality decline.,temperature,normal
2026-04-01 06:20:00,Gym,Warning,Gym: air quality is warning.,Increase airflow in Gym and investigate occupancy-related air quality decline.,air_quality,normal
2026-04-01 06:20:00,Gym,Warning,Gym: repeated non-safe environmental pattern detected.,Schedule a facilities inspection for Gym due to repeated comfort violations.,repeated_pattern,normal
2026-04-01 06:30:00,Gym,Warning,Gym: temperature is warning.,Increase airflow in Gym and investigate occupancy-related air quality decline.,temperature,normal
2026-04-01 06:30:00,Gym,Warning,Gym: air quality is warning.,Increase airflow in Gym and investigate occupancy-related air quality decline.,air_quality,normal
2026-04-01 06:30:00,Gym,Warning,Gym: repeated non-safe environmental pattern detected.,Schedule a facilities inspection for Gym due to repeated comfort violations.,repeated_pattern,normal
2026-04-01 06:40:00,Gym,Warning,Gym: temperature is warning.,Increase airflow in Gym and investigate occupancy-related air quality decline.,temperature,normal
2026-04-01 06:40:00,Gym,Warning,Gym: air quality is warning.,Increase airflow in Gym and investigate occupancy-related air quality decline.,air_quality,normal
2026-04-01 06:40:00,Gym,Warning,Gym: repeated non-safe environmental pattern detected.,Schedule a facilities inspection for Gym due to repeated comfort violations.,repeated_pattern,normal
2026-04-01 06:50:00,Gym,Warning,Gym: temperature is warning.,Increase airflow in Gym and investigate occupancy-related air quality decline.,temperature,normal
2026-04-01 06:50:00,Gym,Warning,Gym: air quality is warning.,Increase airflow in Gym and investigate occupancy-related air quality decline.,air_quality,normal
2026-04-01 06:50:00,Gym,Warning,Gym: repeated non-safe environmental pattern detected.,Schedule a facilities inspection for Gym due to repeated comfort violations.,repeated_pattern,normal
2026-04-01 07:00:00,Lobby,Warning,Lobby: air quality is warning.,Increase airflow in Lobby and investigate occupancy-related air quality decline.,air_quality,normal
2026-04-01 07:00:00,Gym,Warning,Gym: temperature is warning.,Increase airflow in Gym and investigate occupancy-related air quality decline.,temperature,normal
2026-04-01 07:00:00,Gym,Warning,Gym: humidity is warning.,Increase airflow in Gym and investigate occupancy-related air quality decline.,humidity,normal
2026-04-01 07:00:00,Gym,Warning,Gym: air quality is warning.,Increase airflow in Gym and investigate occupancy-related air quality decline.,air_quality,normal
2026-04-01 07:00:00,Gym,Warning,Gym: repeated non-safe environmental pattern detected.,Schedule a facilities inspection for Gym due to repeated comfort violations.,repeated_pattern,normal
2026-04-01 07:10:00,Lobby,Warning,Lobby: air quality is warning.,Increase airflow in Lobby and investigate occupancy-related air quality decline.,air_quality,normal
2026-04-01 07:10:00,Gym,Warning,Gym: temperature is warning.,Increase airflow in Gym and investigate occupancy-related air quality decline.,temperature,normal
2026-04-01 07:10:00,Gym,Warning,Gym: humidity is warning.,Increase airflow in Gym and investigate occupancy-related air quality decline.,humidity,normal
2026-04-01 07:10:00,Gym,Warning,Gym: air quality is warning.,Increase airflow in Gym and investigate occupancy-related air quality decline.,air_quality,normal
2026-04-01 07:10:00,Gym,Warning,Gym: repeated non-safe environmental pattern detected.,Schedule a facilities inspection for Gym due to repeated comfort violations.,repeated_pattern,normal
2026-04-01 07:20:00,Gym,Warning,Gym: temperature is warning.,Increase airflow in Gym and investigate occupancy-related air quality decline.,temperature,normal
2026-04-01 07:20:00,Gym,Warning,Gym: humidity is warning.,Increase airflow in Gym and investigate occupancy-related air quality decline.,humidity,normal
2026-04-01 07:20:00,Gym,Warning,Gym: air quality is warning.,Increase airflow in Gym and investigate occupancy-related air quality decline.,air_quality,normal
2026-04-01 07:20:00,Gym,Warning,Gym: repeated non-safe environmental pattern detected.,Schedule a facilities inspection for Gym due to repeated comfort violations.,repeated_pattern,normal
2026-04-01 07:20:00,Corridor,Warning,Corridor: vent open ratio is warning.,Inspect window or vent position sensor in Corridor.,vent_open_ratio,normal
2026-04-01 07:30:00,Lobby,Warning,Lobby: air quality is warning.,Increase airflow in Lobby and investigate occupancy-related air quality decline.,air_quality,normal
2026-04-01 07:30:00,Gym,Warning,Gym: temperature is warning.,Increase airflow in Gym and investigate occupancy-related air quality decline.,temperature,normal
2026-04-01 07:30:00,Gym,Warning,Gym: humidity is warning.,Increase airflow in Gym and investigate occupancy-related air quality decline.,humidity,normal
2026-04-01 07:30:00,Gym,Warning,Gym: air quality is warning.,Increase airflow in Gym and investigate occupancy-related air quality decline.,air_quality,normal
2026-04-01 07:30:00,Gym,Warning,Gym: repeated non-safe environmental pattern detected.,Schedule a facilities inspection for Gym due to repeated comfort violations.,repeated_pattern,normal
2026-04-01 07:40:00,Gym,Warning,Gym: temperature is warning.,Increase airflow in Gym and investigate occupancy-related air quality decline.,temperature,normal
2026-04-01 07:40:00,Gym,Warning,Gym: humidity is warning.,Increase airflow in Gym and investigate occupancy-related air quality decline.,humidity,normal
2026-04-01 07:40:00,Gym,Warning,Gym: air quality is warning.,Increase airflow in Gym and investigate occupancy-related air quality decline.,air_quality,normal
